"player","team","position","status","photo","event_points","form","now_cost","points_per_game","selected_by_percent","total_points","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","influence","creativity","threat","ict_index","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","starts_per_90","clean_sheets_per_90","cluster","rec"
"Odsonne Edouard","Crystal Palace","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p199670.png",0,0,5.4,3.9,1.6,59,1243,6,0,4,16,0,0,0,3,0,0,9,295,183.6,485,96.6,0.37,0,0.04,0.41,1.18,1.16,1.09,0.29,2,"Can be alternative"
"Jean-Philippe Mateta","Crystal Palace","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p231747.png",2,4.2,4.9,2.8,0.8,48,798,2,4,2,18,0,0,0,2,0,0,5,190.2,210.7,200,60.1,0.29,0,0.09,0.38,2.06,2.03,0.79,0.23,2,"Can be alternative"
"Dominic Calvert-Lewin","Everton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p177815.png",2,1.8,5.8,2.8,1,45,1073,3,1,6,17,0,0,0,1,0,0,3,157.4,134.9,438,71.9,0.56,0,0.05,0.61,1.41,1.43,1.09,0.5,2,"Can be alternative"
"Youssef Ramalho Chermiti","Everton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p491012.png",0,0,4.8,0.9,0,6,46,0,0,0,2,0,0,0,1,0,0,0,0,13.5,17,2.7,0.57,0,0.06,0.63,2.88,3.91,0,0,5,"Not recommended"
"Norberto Bercique Gomes Betuncal","Everton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p486385.png",1,1.2,5.7,1.5,0.1,23,505,1,0,2,7,0,0,0,1,0,0,0,64.4,78,180,31.5,0.43,0,0.02,0.45,1.39,1.25,0.89,0.36,5,"Not recommended"
"Rodrigo Muniz Carvalho","Fulham","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p244042.png",0,1.2,4.4,1.2,0.4,10,314,0,0,1,8,0,0,0,1,0,0,0,21.4,57.8,113,18.7,0.21,0,0.04,0.25,2.04,2.29,0.86,0.29,5,"Not recommended"
"Carlos Vinícius Alves Morais","Fulham","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p245824.png",0,0.5,4.6,1.7,1.3,22,306,2,0,0,5,0,0,0,2,0,0,2,83.6,61.3,139,28.2,0.47,0,0.03,0.5,1.32,1.47,0.59,0,5,"Not recommended"
"Raúl Jiménez","Fulham","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p102057.png",7,1.2,5.2,3.1,1.6,52,1104,5,0,4,26,0,0,0,3,1,0,10,243.2,144.7,326,70.5,0.32,0,0.06,0.38,2.44,2.12,1.22,0.33,2,"Can be alternative"
"Darwin Núñez Ribeiro","Liverpool","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p447203.png",5,3.8,7.4,4.1,14.4,77,1111,5,8,5,10,0,0,0,4,0,0,6,351.8,243.5,645,124.1,0.71,0,0.18,0.89,1.08,0.81,0.97,0.41,3,"Can be alternative"
"Cody Gakpo","Liverpool","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p243298.png",5,3.2,7.2,2.3,2.3,42,805,3,1,3,10,0,0,0,0,0,0,3,198.4,128.6,299,62,0.5,0,0.06,0.56,1.16,1.12,1.01,0.34,2,"Can be alternative"
"Elijah Adebayo","Luton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p174310.png",6,3.3,4.8,2.6,1.1,50,812,5,0,1,20,0,0,0,1,0,0,3,211.8,131.6,294,63.8,0.39,0,0.04,0.43,2.06,2.22,1,0.11,2,"Can be alternative"
"Carlton Morris","Luton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p156700.png",1,3,5,3.3,1.9,63,1247,3,4,2,25,0,0,0,1,0,0,7,191,124,366,67.9,0.32,0,0.05,0.37,2.09,1.8,1.01,0.14,2,"Can be alternative"
"Chiedozie Ogbene","Luton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p229164.png",1,1,4.9,2,0.1,36,1008,1,1,1,19,0,0,0,0,0,0,2,171,204.1,163,53.9,0.1,0,0.21,0.31,2.19,1.7,0.89,0.09,2,"Can be alternative"
"Cauley Woodrow","Luton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p91046.png",1,0.3,4.4,1,0.6,8,75,0,0,0,2,0,0,0,0,0,0,0,26.2,49.6,32,10.7,0.73,0,0.53,1.26,1.92,2.4,0,0,5,"Not recommended"
"Jacob Brown","Luton","Forward","suspended","https://resources.premierleague.com/premierleague/photos/players/250x250/p242453.png",0,1.3,4.9,2.1,0.1,38,1002,2,1,1,26,0,0,0,4,0,0,3,159.4,115.9,242,50.9,0.25,0,0.04,0.29,2.48,2.34,1.08,0.09,2,"Can be alternative"
"Julián Álvarez","Man City","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p461358.png",7,5.7,7,5.1,35.8,97,1589,6,8,7,16,0,0,0,2,0,0,14,430.4,661.3,469,156.1,0.38,0,0.26,0.64,0.84,0.91,1.08,0.4,6,"Recommended"
"Erling Haaland","Man City","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p223094.png",0,0,13.9,7.5,53.1,112,1294,14,5,4,16,0,0,1,1,0,0,15,588.6,197.5,810,159.8,1.04,0,0.08,1.12,0.95,1.11,1.04,0.28,6,"Recommended"
"Anthony Martial","Man Utd","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p148225.png",0,0,6.4,1.9,0.3,25,439,1,1,1,6,0,0,0,0,0,0,2,67.2,85,97,24.5,0.25,0,0.03,0.28,1.75,1.23,1.03,0.21,5,"Not recommended"
"Rasmus Højlund","Man Utd","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p497894.png",0,2.5,6.8,2,3.1,30,1026,1,0,4,14,0,0,0,1,0,0,1,83.4,152.8,272,50.6,0.27,0,0.04,0.31,1.47,1.23,1.05,0.35,2,"Can be alternative"
"Alexander Isak","Newcastle","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p219168.png",6,3.5,7.6,4.8,14.6,72,1046,9,0,3,20,0,0,0,0,0,0,9,361.2,154,458,97.1,0.8,0,0.11,0.91,2.12,1.72,1.03,0.26,3,"Can be alternative"
"Callum Wilson","Newcastle","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p75115.png",0,1.2,7.8,3.9,3.5,55,720,7,1,5,10,0,0,0,1,0,0,4,286,74.6,454,80.8,0.94,0,0.02,0.96,1.18,1.25,0.88,0.62,2,"Can be alternative"
"Ben Parkinson","Newcastle","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p547716.png",0,0,4.5,1,0,1,24,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.2,0,0,0,0,6.6,3.75,0,0,5,"Not recommended"
"Michael Ndiweni","Newcastle","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p490150.png",0,0,4.4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,5,"Not recommended"
"Taiwo Awoniyi","Nott'm Forest","Forward","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p210156.png",0,0,6.3,4.2,1.3,42,664,4,2,2,11,0,0,0,1,0,0,3,191.2,111.6,167,46.8,0.5,0,0.05,0.55,1.36,1.49,1.08,0.27,2,"Can be alternative"
"Chris Wood","Nott'm Forest","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p60689.png",2,7.8,4.9,3.7,1.7,66,728,7,1,1,14,0,0,0,0,0,0,10,314.4,140.6,347,80,0.62,0,0.03,0.65,1.6,1.73,0.87,0.12,3,"Can be alternative"
"Divock Origi","Nott'm Forest","Forward","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p152760.png",0,0.2,5,0.9,0.1,8,176,0,0,0,3,0,0,0,1,0,0,0,10.6,27.9,24,5.8,0.08,0,0.09,0.17,2.11,1.53,1.02,0,5,"Not recommended"
"Cameron Archer","Sheffield Utd","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p433979.png",1,4,4.5,3.1,7.2,56,1318,3,2,2,34,0,0,0,2,0,0,8,188.2,223.6,231,64.3,0.19,0,0.05,0.24,1.86,2.32,1.02,0.14,2,"Can be alternative"
"Rhian Brewster","Sheffield Utd","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p195473.png",1,0.5,4.9,1,0,7,190,0,0,0,5,0,0,0,0,0,0,0,14.4,15.1,27,5.8,0.01,0,0.02,0.03,1.84,2.37,0.95,0,5,"Not recommended"
"Oliver McBurnie","Sheffield Utd","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p169432.png",0,3,5.4,2.6,0,29,677,3,1,0,23,0,0,0,1,2,0,4,185.8,99.2,242,52.7,0.4,0,0.15,0.55,2.21,3.06,1.06,0,2,"Can be alternative"
"William Osula","Sheffield Utd","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p538207.png",2,1,4.3,1.1,1.3,12,516,0,0,0,10,0,0,0,4,0,0,0,17.6,20.9,135,16.7,0.15,0,0.01,0.16,2.23,1.74,1.05,0,5,"Not recommended"
"Antwoine Hackford","Sheffield Utd","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p487836.png",0,0,4.4,1,0.1,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.98,8.18,0,0,5,"Not recommended"
"Alejo Véliz","Spurs","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p536908.png",1,1.8,5.4,1.4,0.1,11,45,1,0,0,2,0,0,0,1,0,0,0,35.2,0.9,29,6.5,0.84,0,0,0.84,3.76,4,0,0,5,"Not recommended"
"Jamie Donley","Spurs","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p513588.png",0,0,4.5,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0.3,0,0,0,0,14.85,45,0,0,1,"Not recommended"
"Michail Antonio","West Ham","Forward","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p57531.png",0,0,5.7,3.2,1.7,38,812,2,2,4,13,0,0,0,2,0,0,4,142.8,86.9,138,36.4,0.19,0,0.13,0.32,1.83,1.44,1.22,0.44,2,"Can be alternative"
"Danny Ings","West Ham","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p84939.png",0,0.2,5.6,1,0.6,10,132,0,0,0,5,0,0,0,1,0,0,0,13.4,2.1,15,3,0.08,0,0.01,0.09,2.62,3.41,0.68,0,5,"Not recommended"
"Divin Mubama","West Ham","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p487837.png",1,0.5,4.2,1,4.9,4,74,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0.7,0.19,0,0.01,0.2,2.55,1.22,0,0,5,"Not recommended"
"Matheus Santos Carneiro Da Cunha","Wolves","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p430871.png",12,5,5.8,4.2,7,85,1673,6,5,4,27,0,0,0,3,0,0,9,483,282.8,570,133.2,0.32,0,0.11,0.43,1.52,1.45,1.08,0.22,3,"Can be alternative"
